observation_date,CUURA103SEHA
1925-02-01,
1925-03-01,
1925-04-01,
1925-05-01,
1925-06-01,24.800
1925-07-01,
1925-08-01,
1925-09-01,
1925-10-01,
1925-11-01,
1925-12-01,25.000
1926-01-01,
1926-02-01,
1926-03-01,
1926-04-01,
1926-05-01,
1926-06-01,24.900
1926-07-01,
1926-08-01,
1926-09-01,
1926-10-01,
1926-11-01,
1926-12-01,24.900
1927-01-01,
1927-02-01,
1927-03-01,
1927-04-01,
1927-05-01,
1927-06-01,24.900
1927-07-01,
1927-08-01,
1927-09-01,
1927-10-01,
1927-11-01,
1927-12-01,24.800
1928-01-01,
1928-02-01,
1928-03-01,
1928-04-01,
1928-05-01,
1928-06-01,24.700
1928-07-01,
1928-08-01,
1928-09-01,
1928-10-01,
1928-11-01,
1928-12-01,24.600
1929-01-01,
1929-02-01,
1929-03-01,
1929-04-01,
1929-05-01,
1929-06-01,24.500
1929-07-01,
1929-08-01,
1929-09-01,
1929-10-01,
1929-11-01,
1929-12-01,24.200
1930-01-01,
1930-02-01,
1930-03-01,
1930-04-01,
1930-05-01,
1930-06-01,23.900
1930-07-01,
1930-08-01,
1930-09-01,
1930-10-01,
1930-11-01,
1930-12-01,23.500
1931-01-01,
1931-02-01,
1931-03-01,
1931-04-01,
1931-05-01,
1931-06-01,23.000
1931-07-01,
1931-08-01,
1931-09-01,
1931-10-01,
1931-11-01,
1931-12-01,22.500
1932-01-01,
1932-02-01,
1932-03-01,
1932-04-01,
1932-05-01,
1932-06-01,21.900
1932-07-01,
1932-08-01,
1932-09-01,
1932-10-01,
1932-11-01,
1932-12-01,20.800
1933-01-01,
1933-02-01,
1933-03-01,
1933-04-01,
1933-05-01,
1933-06-01,19.800
1933-07-01,
1933-08-01,
1933-09-01,
1933-10-01,
1933-11-01,
1933-12-01,19.000
1934-01-01,
1934-02-01,
1934-03-01,
1934-04-01,
1934-05-01,
1934-06-01,18.700
1934-07-01,
1934-08-01,
1934-09-01,
1934-10-01,
1934-11-01,18.500
1934-12-01,
1935-01-01,
1935-02-01,
1935-03-01,18.400
1935-04-01,
1935-05-01,
1935-06-01,
1935-07-01,18.400
1935-08-01,
1935-09-01,
1935-10-01,18.400
1935-11-01,
1935-12-01,
1936-01-01,18.400
1936-02-01,
1936-03-01,
1936-04-01,18.400
1936-05-01,
1936-06-01,
1936-07-01,18.300
1936-08-01,
1936-09-01,18.400
1936-10-01,
1936-11-01,
1936-12-01,18.400
1937-01-01,
1937-02-01,
1937-03-01,18.400
1937-04-01,
1937-05-01,
1937-06-01,18.400
1937-07-01,
1937-08-01,
1937-09-01,18.400
1937-10-01,
1937-11-01,
1937-12-01,18.500
1938-01-01,
1938-02-01,
1938-03-01,18.500
1938-04-01,
1938-05-01,
1938-06-01,18.500
1938-07-01,
1938-08-01,
1938-09-01,18.500
1938-10-01,
1938-11-01,
1938-12-01,18.500
1939-01-01,
1939-02-01,
1939-03-01,18.500
1939-04-01,
1939-05-01,
1939-06-01,18.500
1939-07-01,
1939-08-01,
1939-09-01,18.500
1939-10-01,
1939-11-01,
1939-12-01,18.500
1940-01-01,
1940-02-01,
1940-03-01,18.500
1940-04-01,
1940-05-01,
1940-06-01,18.500
1940-07-01,
1940-08-01,
1940-09-01,18.500
1940-10-01,18.500
1940-11-01,18.500
1940-12-01,18.500
1941-01-01,18.500
1941-02-01,18.500
1941-03-01,18.500
1941-04-01,18.500
1941-05-01,18.500
1941-06-01,18.600
1941-07-01,18.600
1941-08-01,18.700
1941-09-01,18.700
1941-10-01,18.900
1941-11-01,19.100
1941-12-01,19.100
1942-01-01,19.200
1942-02-01,19.300
1942-03-01,19.300
1942-04-01,19.300
1942-05-01,19.300
1942-06-01,19.300
1942-07-01,19.300
1942-08-01,19.300
1942-09-01,19.400
1942-10-01,19.400
1942-11-01,19.400
1942-12-01,19.400
1943-01-01,19.400
1943-02-01,19.400
1943-03-01,19.300
1943-04-01,19.300
1943-05-01,19.300
1943-06-01,19.300
1943-07-01,19.400
1943-08-01,19.400
1943-09-01,19.400
1943-10-01,19.400
1943-11-01,19.400
1943-12-01,19.400
1944-01-01,19.400
1944-02-01,19.400
1944-03-01,19.400
1944-04-01,19.400
1944-05-01,19.400
1944-06-01,19.400
1944-07-01,
1944-08-01,
1944-09-01,
1944-10-01,
1944-11-01,
1944-12-01,19.400
1945-01-01,
1945-02-01,
1945-03-01,
1945-04-01,
1945-05-01,
1945-06-01,19.400
1945-07-01,
1945-08-01,
1945-09-01,19.400
1945-10-01,
1945-11-01,
1945-12-01,
1946-01-01,
1946-02-01,
1946-03-01,19.500
1946-04-01,
1946-05-01,
1946-06-01,
1946-07-01,
1946-08-01,19.500
1946-09-01,
1946-10-01,
1946-11-01,
1946-12-01,
1947-01-01,
1947-02-01,
1947-03-01,19.700
1947-04-01,
1947-05-01,
1947-06-01,
1947-07-01,
1947-08-01,
1947-09-01,20.600
1947-10-01,
1947-11-01,
1947-12-01,20.900
1948-01-01,
1948-02-01,
1948-03-01,21.100
1948-04-01,
1948-05-01,
1948-06-01,21.200
1948-07-01,
1948-08-01,
1948-09-01,21.600
1948-10-01,
1948-11-01,
1948-12-01,21.700
1949-01-01,
1949-02-01,
1949-03-01,22.000
1949-04-01,
1949-05-01,22.100
1949-06-01,22.100
1949-07-01,
1949-08-01,
1949-09-01,22.400
1949-10-01,22.400
1949-11-01,22.400
1949-12-01,22.500
1950-01-01,22.600
1950-02-01,22.600
1950-03-01,22.700
1950-04-01,22.700
1950-05-01,22.800
1950-06-01,22.900
1950-07-01,22.900
1950-08-01,22.900
1950-09-01,22.900
1950-10-01,
1950-11-01,
1950-12-01,23.200
1951-01-01,
1951-02-01,
1951-03-01,23.300
1951-04-01,
1951-05-01,
1951-06-01,23.400
1951-07-01,
1951-08-01,
1951-09-01,23.800
1951-10-01,
1951-11-01,
1951-12-01,24.300
1952-01-01,
1952-02-01,
1952-03-01,24.500
1952-04-01,
1952-05-01,
1952-06-01,24.600
1952-07-01,
1952-08-01,
1952-09-01,24.600
1952-10-01,
1952-11-01,
1952-12-01,25.100
1953-01-01,24.700
1953-02-01,
1953-03-01,
1953-04-01,
1953-05-01,
1953-06-01,
1953-07-01,25.100
1953-08-01,
1953-09-01,
1953-10-01,
1953-11-01,
1953-12-01,
1954-01-01,25.500
1954-02-01,
1954-03-01,
1954-04-01,
1954-05-01,
1954-06-01,
1954-07-01,25.900
1954-08-01,
1954-09-01,
1954-10-01,
1954-11-01,
1954-12-01,
1955-01-01,26.100
1955-02-01,
1955-03-01,
1955-04-01,
1955-05-01,
1955-06-01,
1955-07-01,26.400
1955-08-01,
1955-09-01,
1955-10-01,
1955-11-01,
1955-12-01,
1956-01-01,27.400
1956-02-01,
1956-03-01,
1956-04-01,
1956-05-01,
1956-06-01,
1956-07-01,28.200
1956-08-01,
1956-09-01,
1956-10-01,28.400
1956-11-01,
1956-12-01,
1957-01-01,28.700
1957-02-01,
1957-03-01,
1957-04-01,28.800
1957-05-01,
1957-06-01,
1957-07-01,29.100
1957-08-01,
1957-09-01,
1957-10-01,29.500
1957-11-01,
1957-12-01,
1958-01-01,29.900
1958-02-01,
1958-03-01,
1958-04-01,30.100
1958-05-01,
1958-06-01,
1958-07-01,30.200
1958-08-01,
1958-09-01,
1958-10-01,30.700
1958-11-01,
1958-12-01,
1959-01-01,31.300
1959-02-01,
1959-03-01,
1959-04-01,31.300
1959-05-01,
1959-06-01,
1959-07-01,31.400
1959-08-01,
1959-09-01,
1959-10-01,32.000
1959-11-01,
1959-12-01,
1960-01-01,32.500
1960-02-01,
1960-03-01,
1960-04-01,32.600
1960-05-01,
1960-06-01,
1960-07-01,32.700
1960-08-01,
1960-09-01,
1960-10-01,33.300
1960-11-01,
1960-12-01,
1961-01-01,33.800
1961-02-01,
1961-03-01,
1961-04-01,33.900
1961-05-01,
1961-06-01,
1961-07-01,33.900
1961-08-01,
1961-09-01,
1961-10-01,34.300
1961-11-01,
1961-12-01,
1962-01-01,34.400
1962-02-01,
1962-03-01,
1962-04-01,34.700
1962-05-01,
1962-06-01,
1962-07-01,34.800
1962-08-01,
1962-09-01,
1962-10-01,35.100
1962-11-01,
1962-12-01,
1963-01-01,35.200
1963-02-01,
1963-03-01,
1963-04-01,35.200
1963-05-01,
1963-06-01,
1963-07-01,35.400
1963-08-01,
1963-09-01,
1963-10-01,35.500
1963-11-01,
1963-12-01,
1964-01-01,35.800
1964-02-01,
1964-03-01,
1964-04-01,35.900
1964-05-01,
1964-06-01,
1964-07-01,36.000
1964-08-01,
1964-09-01,
1964-10-01,36.400
1964-11-01,
1964-12-01,
1965-01-01,36.500
1965-02-01,
1965-03-01,
1965-04-01,36.500
1965-05-01,
1965-06-01,
1965-07-01,36.700
1965-08-01,
1965-09-01,
1965-10-01,37.100
1965-11-01,
1965-12-01,
1966-01-01,37.700
1966-02-01,
1966-03-01,
1966-04-01,37.700
1966-05-01,
1966-06-01,
1966-07-01,37.800
1966-08-01,
1966-09-01,
1966-10-01,38.000
1966-11-01,
1966-12-01,
1967-01-01,38.000
1967-02-01,
1967-03-01,
1967-04-01,38.000
1967-05-01,
1967-06-01,
1967-07-01,38.100
1967-08-01,
1967-09-01,
1967-10-01,38.500
1967-11-01,
1967-12-01,
1968-01-01,38.800
1968-02-01,
1968-03-01,
1968-04-01,39.000
1968-05-01,
1968-06-01,
1968-07-01,39.200
1968-08-01,
1968-09-01,
1968-10-01,39.700
1968-11-01,
1968-12-01,
1969-01-01,40.300
1969-02-01,
1969-03-01,
1969-04-01,40.900
1969-05-01,
1969-06-01,
1969-07-01,41.600
1969-08-01,
1969-09-01,
1969-10-01,42.700
1969-11-01,
1969-12-01,
1970-01-01,43.400
1970-02-01,
1970-03-01,
1970-04-01,43.600
1970-05-01,
1970-06-01,
1970-07-01,43.900
1970-08-01,
1970-09-01,
1970-10-01,44.800
1970-11-01,
1970-12-01,
1971-01-01,45.800
1971-02-01,
1971-03-01,
1971-04-01,46.700
1971-05-01,
1971-06-01,
1971-07-01,47.100
1971-08-01,
1971-09-01,
1971-10-01,47.300
1971-11-01,
1971-12-01,
1972-01-01,48.100
1972-02-01,
1972-03-01,
1972-04-01,48.900
1972-05-01,
1972-06-01,
1972-07-01,49.400
1972-08-01,
1972-09-01,
1972-10-01,50.200
1972-11-01,
1972-12-01,
1973-01-01,50.900
1973-02-01,
1973-03-01,
1973-04-01,51.600
1973-05-01,
1973-06-01,
1973-07-01,52.000
1973-08-01,
1973-09-01,
1973-10-01,52.900
1973-11-01,
1973-12-01,
1974-01-01,53.600
1974-02-01,
1974-03-01,
1974-04-01,54.000
1974-05-01,
1974-06-01,
1974-07-01,54.700
1974-08-01,
1974-09-01,
1974-10-01,55.400
1974-11-01,
1974-12-01,
1975-01-01,56.200
1975-02-01,
1975-03-01,
1975-04-01,56.700
1975-05-01,
1975-06-01,
1975-07-01,57.100
1975-08-01,
1975-09-01,
1975-10-01,57.900
1975-11-01,
1975-12-01,
1976-01-01,58.600
1976-02-01,
1976-03-01,
1976-04-01,59.200
1976-05-01,
1976-06-01,
1976-07-01,60.000
1976-08-01,
1976-09-01,
1976-10-01,60.700
1976-11-01,
1976-12-01,
1977-01-01,62.000
1977-02-01,
1977-03-01,
1977-04-01,63.100
1977-05-01,
1977-06-01,
1977-07-01,63.700
1977-08-01,
1977-09-01,
1977-10-01,64.400
1977-11-01,
1977-12-01,
1978-01-01,65.000
1978-02-01,
1978-03-01,66.900
1978-04-01,
1978-05-01,66.400
1978-06-01,
1978-07-01,66.500
1978-08-01,
1978-09-01,66.400
1978-10-01,
1978-11-01,67.500
1978-12-01,
1979-01-01,68.100
1979-02-01,
1979-03-01,68.300
1979-04-01,
1979-05-01,69.000
1979-06-01,
1979-07-01,69.500
1979-08-01,
1979-09-01,70.600
1979-10-01,
1979-11-01,72.900
1979-12-01,
1980-01-01,73.600
1980-02-01,
1980-03-01,74.500
1980-04-01,
1980-05-01,74.300
1980-06-01,
1980-07-01,76.400
1980-08-01,
1980-09-01,77.400
1980-10-01,
1980-11-01,78.200
1980-12-01,
1981-01-01,80.100
1981-02-01,
1981-03-01,84.400
1981-04-01,
1981-05-01,83.600
1981-06-01,
1981-07-01,82.800
1981-08-01,
1981-09-01,88.000
1981-10-01,
1981-11-01,88.900
1981-12-01,
1982-01-01,90.700
1982-02-01,
1982-03-01,91.200
1982-04-01,
1982-05-01,91.300
1982-06-01,
1982-07-01,95.300
1982-08-01,
1982-09-01,95.500
1982-10-01,
1982-11-01,97.200
1982-12-01,
1983-01-01,98.400
1983-02-01,
1983-03-01,99.300
1983-04-01,
1983-05-01,98.800
1983-06-01,
1983-07-01,99.700
1983-08-01,
1983-09-01,101.500
1983-10-01,
1983-11-01,102.300
1983-12-01,
1984-01-01,102.600
1984-02-01,
1984-03-01,104.100
1984-04-01,
1984-05-01,104.900
1984-06-01,
1984-07-01,105.600
1984-08-01,
1984-09-01,107.700
1984-10-01,
1984-11-01,108.900
1984-12-01,
1985-01-01,110.600
1985-02-01,
1985-03-01,113.000
1985-04-01,
1985-05-01,111.800
1985-06-01,
1985-07-01,113.900
1985-08-01,
1985-09-01,116.600
1985-10-01,
1985-11-01,119.400
1985-12-01,
1986-01-01,117.600
1986-02-01,
1986-03-01,120.400
1986-04-01,
1986-05-01,121.800
1986-06-01,
1986-07-01,122.900
1986-08-01,
1986-09-01,126.400
1986-10-01,
1986-11-01,126.900
1986-12-01,128.700
1987-01-01,128.900
1987-02-01,129.100
1987-03-01,128.800
1987-04-01,128.000
1987-05-01,128.400
1987-06-01,129.300
1987-07-01,130.500
1987-08-01,131.600
1987-09-01,136.300
1987-10-01,137.000
1987-11-01,136.300
1987-12-01,136.800
1988-01-01,135.700
1988-02-01,135.400
1988-03-01,136.200
1988-04-01,137.400
1988-05-01,139.400
1988-06-01,138.600
1988-07-01,138.400
1988-08-01,141.400
1988-09-01,141.000
1988-10-01,143.500
1988-11-01,144.200
1988-12-01,146.000
1989-01-01,148.800
1989-02-01,148.100
1989-03-01,147.800
1989-04-01,147.100
1989-05-01,147.700
1989-06-01,148.100
1989-07-01,149.800
1989-08-01,151.800
1989-09-01,152.200
1989-10-01,154.900
1989-11-01,152.900
1989-12-01,151.100
1990-01-01,152.000
1990-02-01,152.100
1990-03-01,152.900
1990-04-01,157.600
1990-05-01,155.200
1990-06-01,154.900
1990-07-01,154.800
1990-08-01,153.800
1990-09-01,154.300
1990-10-01,156.100
1990-11-01,156.200
1990-12-01,156.700
1991-01-01,155.700
1991-02-01,155.200
1991-03-01,155.600
1991-04-01,156.700
1991-05-01,157.300
1991-06-01,157.300
1991-07-01,156.300
1991-08-01,156.100
1991-09-01,154.300
1991-10-01,154.000
1991-11-01,153.300
1991-12-01,155.400
1992-01-01,151.500
1992-02-01,153.900
1992-03-01,156.400
1992-04-01,155.900
1992-05-01,156.000
1992-06-01,156.200
1992-07-01,157.300
1992-08-01,156.400
1992-09-01,156.100
1992-10-01,156.700
1992-11-01,155.900
1992-12-01,156.200
1993-01-01,156.100
1993-02-01,157.200
1993-03-01,156.300
1993-04-01,156.100
1993-05-01,156.700
1993-06-01,156.500
1993-07-01,157.000
1993-08-01,156.500
1993-09-01,157.500
1993-10-01,156.700
1993-11-01,157.000
1993-12-01,156.800
1994-01-01,155.800
1994-02-01,156.300
1994-03-01,157.000
1994-04-01,156.700
1994-05-01,156.800
1994-06-01,157.200
1994-07-01,156.600
1994-08-01,158.700
1994-09-01,159.800
1994-10-01,158.700
1994-11-01,160.400
1994-12-01,159.600
1995-01-01,161.600
1995-02-01,162.300
1995-03-01,162.300
1995-04-01,162.300
1995-05-01,162.300
1995-06-01,162.500
1995-07-01,162.300
1995-08-01,162.700
1995-09-01,163.600
1995-10-01,164.200
1995-11-01,164.300
1995-12-01,164.700
1996-01-01,167.900
1996-02-01,168.400
1996-03-01,167.600
1996-04-01,167.800
1996-05-01,168.400
1996-06-01,169.700
1996-07-01,170.100
1996-08-01,170.500
1996-09-01,171.000
1996-10-01,171.600
1996-11-01,172.400
1996-12-01,172.800
1997-01-01,174.000
1997-02-01,174.400
1997-03-01,175.200
1997-04-01,174.800
1997-05-01,175.700
1997-06-01,176.400
1997-07-01,175.900
1997-08-01,176.000
1997-09-01,177.000
1997-10-01,177.900
1997-11-01,178.500
1997-12-01,180.200
1998-01-01,180.800
1998-02-01,181.100
1998-03-01,181.800
1998-04-01,181.700
1998-05-01,182.700
1998-06-01,184.000
1998-07-01,185.300
1998-08-01,186.100
1998-09-01,187.300
1998-10-01,188.300
1998-11-01,188.700
1998-12-01,188.600
1999-01-01,189.200
1999-02-01,189.400
1999-03-01,189.000
1999-04-01,189.100
1999-05-01,189.800
1999-06-01,190.000
1999-07-01,190.100
1999-08-01,191.300
1999-09-01,193.300
1999-10-01,195.400
1999-11-01,197.200
1999-12-01,197.800
2000-01-01,200.300
2000-02-01,201.200
2000-03-01,202.600
2000-04-01,201.800
2000-05-01,202.600
2000-06-01,203.200
2000-07-01,204.100
2000-08-01,205.300
2000-09-01,206.100
2000-10-01,208.200
2000-11-01,210.300
2000-12-01,210.800
2001-01-01,211.900
2001-02-01,211.800
2001-03-01,212.900
2001-04-01,214.800
2001-05-01,216.600
2001-06-01,218.400
2001-07-01,219.200
2001-08-01,220.900
2001-09-01,222.300
2001-10-01,223.000
2001-11-01,224.300
2001-12-01,226.800
2002-01-01,228.000
2002-02-01,229.600
2002-03-01,230.500
2002-04-01,231.500
2002-05-01,230.900
2002-06-01,232.800
2002-07-01,234.700
2002-08-01,236.100
2002-09-01,238.800
2002-10-01,239.800
2002-11-01,241.800
2002-12-01,242.400
2003-01-01,243.400
2003-02-01,244.300
2003-03-01,243.800
2003-04-01,245.000
2003-05-01,245.600
2003-06-01,245.000
2003-07-01,246.700
2003-08-01,246.700
2003-09-01,248.300
2003-10-01,248.200
2003-11-01,248.000
2003-12-01,249.400
2004-01-01,251.500
2004-02-01,252.200
2004-03-01,251.800
2004-04-01,252.500
2004-05-01,253.800
2004-06-01,253.900
2004-07-01,253.900
2004-08-01,255.100
2004-09-01,255.500
2004-10-01,254.500
2004-11-01,253.200
2004-12-01,253.200
2005-01-01,253.200
2005-02-01,253.500
2005-03-01,254.600
2005-04-01,256.300
2005-05-01,257.300
2005-06-01,258.100
2005-07-01,259.100
2005-08-01,258.900
2005-09-01,259.500
2005-10-01,259.700
2005-11-01,258.500
2005-12-01,257.400
2006-01-01,256.900
2006-02-01,257.500
2006-03-01,257.800
2006-04-01,258.300
2006-05-01,259.300
2006-06-01,259.900
2006-07-01,261.300
2006-08-01,262.500
2006-09-01,263.200
2006-10-01,263.900
2006-11-01,264.700
2006-12-01,265.800
2007-01-01,265.809
2007-02-01,266.505
2007-03-01,266.500
2007-04-01,267.225
2007-05-01,267.252
2007-06-01,268.196
2007-07-01,268.774
2007-08-01,269.224
2007-09-01,269.586
2007-10-01,268.897
2007-11-01,268.938
2007-12-01,270.602
2008-01-01,270.144
2008-02-01,270.631
2008-03-01,270.675
2008-04-01,271.581
2008-05-01,271.864
2008-06-01,271.722
2008-07-01,272.176
2008-08-01,272.083
2008-09-01,272.849
2008-10-01,274.480
2008-11-01,274.943
2008-12-01,276.433
2009-01-01,277.200
2009-02-01,277.978
2009-03-01,277.613
2009-04-01,277.121
2009-05-01,277.604
2009-06-01,277.149
2009-07-01,277.228
2009-08-01,277.264
2009-09-01,278.100
2009-10-01,278.726
2009-11-01,277.708
2009-12-01,277.111
2010-01-01,277.128
2010-02-01,276.946
2010-03-01,276.239
2010-04-01,275.807
2010-05-01,276.053
2010-06-01,276.432
2010-07-01,276.456
2010-08-01,277.048
2010-09-01,277.156
2010-10-01,277.860
2010-11-01,277.995
2010-12-01,278.987
2011-01-01,279.015
2011-02-01,278.450
2011-03-01,279.185
2011-04-01,278.364
2011-05-01,278.931
2011-06-01,279.451
2011-07-01,280.299
2011-08-01,280.948
2011-09-01,281.397
2011-10-01,282.796
2011-11-01,283.762
2011-12-01,283.849
2012-01-01,284.273
2012-02-01,285.082
2012-03-01,285.805
2012-04-01,286.041
2012-05-01,286.594
2012-06-01,287.286
2012-07-01,288.249
2012-08-01,289.543
2012-09-01,290.065
2012-10-01,290.187
2012-11-01,290.200
2012-12-01,290.980
2013-01-01,291.256
2013-02-01,290.577
2013-03-01,291.119
2013-04-01,291.778
2013-05-01,293.284
2013-06-01,293.823
2013-07-01,294.647
2013-08-01,295.522
2013-09-01,296.116
2013-10-01,296.428
2013-11-01,297.393
2013-12-01,298.620
2014-01-01,299.633
2014-02-01,300.091
2014-03-01,300.492
2014-04-01,300.983
2014-05-01,301.313
2014-06-01,301.901
2014-07-01,302.414
2014-08-01,303.097
2014-09-01,304.672
2014-10-01,305.104
2014-11-01,305.536
2014-12-01,306.443
2015-01-01,307.346
2015-02-01,308.584
2015-03-01,309.395
2015-04-01,309.957
2015-05-01,311.139
2015-06-01,311.924
2015-07-01,313.534
2015-08-01,312.880
2015-09-01,315.203
2015-10-01,315.718
2015-11-01,315.205
2015-12-01,315.863
2016-01-01,316.450
2016-02-01,317.566
2016-03-01,318.623
2016-04-01,319.968
2016-05-01,321.556
2016-06-01,321.506
2016-07-01,323.237
2016-08-01,324.190
2016-09-01,325.327
2016-10-01,325.196
2016-11-01,326.119
2016-12-01,326.581
2017-01-01,328.042
2017-02-01,329.161
2017-03-01,328.992
2017-04-01,329.812
2017-05-01,329.836
2017-06-01,331.388
2017-07-01,332.077
2017-08-01,334.621
2017-09-01,335.405
2017-10-01,336.557
2017-11-01,339.499
2017-12-01,341.946
2018-01-01,343.127
2018-02-01,344.379
2018-03-01,344.681
2018-04-01,346.478
2018-05-01,348.172
2018-06-01,347.370
2018-07-01,348.095
2018-08-01,351.853
2018-09-01,353.083
2018-10-01,354.814
2018-11-01,355.082
2018-12-01,357.167
2019-01-01,358.078
2019-02-01,356.377
2019-03-01,357.517
2019-04-01,358.421
2019-05-01,358.833
2019-06-01,359.676
2019-07-01,360.165
2019-08-01,361.660
2019-09-01,363.530
2019-10-01,362.925
2019-11-01,364.041
2019-12-01,365.705
2020-01-01,368.015
2020-02-01,368.169
2020-03-01,367.496
2020-04-01,369.300
2020-05-01,370.109
2020-06-01,370.773
2020-07-01,370.972
2020-08-01,372.555
2020-09-01,375.284
2020-10-01,374.695
2020-11-01,375.595
2020-12-01,375.097
2021-01-01,375.135
2021-02-01,375.653
2021-03-01,375.726
2021-04-01,375.556
2021-05-01,375.599
2021-06-01,376.991
2021-07-01,376.720
2021-08-01,378.719
2021-09-01,379.339
2021-10-01,380.134
2021-11-01,379.851
2021-12-01,381.263
2022-01-01,383.389
2022-02-01,383.669
2022-03-01,385.422
2022-04-01,386.973
2022-05-01,388.190
2022-06-01,392.245
2022-07-01,394.186
2022-08-01,395.694
2022-09-01,399.536
2022-10-01,401.530
2022-11-01,403.537
2022-12-01,406.576
2023-01-01,411.385
2023-02-01,415.287
2023-03-01,415.506
2023-04-01,418.223
2023-05-01,420.064
2023-06-01,422.004
2023-07-01,423.770
2023-08-01,427.683
2023-09-01,430.617
2023-10-01,432.834
2023-11-01,436.186
2023-12-01,439.124
2024-01-01,441.301
2024-02-01,442.582
2024-03-01,444.443
2024-04-01,448.314
2024-05-01,450.107
2024-06-01,451.233
2024-07-01,452.413
2024-08-01,457.081
2024-09-01,458.397
2024-10-01,459.641
2024-11-01,462.584
2024-12-01,465.361
2025-01-01,466.464
